"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EE97063","7/4/2024 11:45:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW ROAD      ","","258.000","N","N","Clear","Daylight","No Injury Collision","","Bear","Y","N","1","N","N","N","0","0"
"EE94528","7/5/2024 12:12:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.200","N","N","Clear","Dark-Street Lights On","No Injury Collision","","cable barrier","Y","N","1","N","N","N","0","0"
"EE94130","7/5/2024 12:29:00 AM","Whatcom","Ferndale","State Road","State Patrol","I5                  ","PORTAL WAY          ","","263.300","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EE94130","7/5/2024 12:29:00 AM","Whatcom","Ferndale","State Road","State Patrol","I5                  ","PORTAL WAY          ","","263.300","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","N","Y","2","Y","N","N","0","0"
"EE94131","7/5/2024 6:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 9       ","STATE ROUTE 542     ","","79.000","N","N","Clear","Daylight","Unknown Injury Collision","","Guardrail","Y","Y","1","N","N","N","0","0"
"EE94109","7/6/2024 6:43:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 544     ","STATE ROUTE 539     ","120   ","","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE96405","7/6/2024 10:05:00 PM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","GRANDVIEW           ","","267.000","N","N","Clear","Dark-No Street Lights","No Injury Collision","","Deer","Y","N","1","Y","N","N","0","0"
"EE97060","7/7/2024 12:53:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 539     ","STATE ROUTE 544     ","","7.000","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE97061","7/7/2024 2:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","JN ALABAMA ST       ","","254.300","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EE94530","7/7/2024 3:22:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","E POLE RD           ","","7.550","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE97062","7/8/2024 8:16:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","BELL CREEK RD       ","","21.000","N","N","Clear","Daylight","Serious Injury Collision","","Cross, Sign, Church Building","Y","N","1","N","N","N","0","0"
"EE94531","7/8/2024 4:45:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR542               ","SR547               ","","22.880","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE97481","7/8/2024 5:47:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","IOWA STREET         ","","253.800","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE96406","7/8/2024 10:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","EVERSON GOSHEN      ","","4.900","N","N","Clear","Dark-Street Lights Off","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EE96406","7/8/2024 10:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","EVERSON GOSHEN      ","","4.900","N","N","Clear","Dark-Street Lights Off","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EE97064","7/9/2024 1:19:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","GUIDE MERIDIAN      ","","256.190","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EE98776","7/9/2024 1:32:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","254.840","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","Y","N","0","0"
"EE96399","7/9/2024 5:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","LAKEWAY DR          ","","252.800","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EE96399","7/9/2024 5:40:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","LAKEWAY DR          ","","252.800","N","N","Clear","Daylight","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EE96400","7/9/2024 6:37:00 PM","Whatcom","Everson","State Road","State Patrol","SR 544              ","NOON RD             ","","4.400","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE97066","7/12/2024 2:56:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 539              ","","256.000","N","N","Clear","Daylight","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EE97066","7/12/2024 2:56:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 539              ","","256.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE97482","7/12/2024 6:29:00 PM","Whatcom","Sumas","State Road","State Patrol","STATE ROUTE 547     ","STATE ROUTE 542     ","","0.200","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF00464","7/13/2024 8:36:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN RD ","","270.000","N","N","Clear","Daylight","No Injury Collision","","","Y","Y","2","Y","N","N","0","0"
"EF00464","7/13/2024 8:36:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN RD ","","270.000","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","Y","N","N","0","0"
"EE98779","7/13/2024 9:55:00 PM","Whatcom","Everson","State Road","State Patrol","SR 544              ","HANNEGAN            ","","2.400","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","","Y","N","4","Y","N","N","0","0"
"EE98778","7/15/2024 10:46:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","SMITH ROAD          ","","3.520","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EE98904","7/15/2024 5:11:00 PM","Whatcom","Lynden","State Road","State Patrol","STATE ROUTE 546     ","TRAPLINE ROAD       ","","6.000","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE98780","7/15/2024 5:26:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.400","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE98777","7/17/2024 7:42:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW           ","","258.000","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF01172","7/17/2024 9:42:00 AM","Whatcom","Everson","State Road","State Patrol","STATE ROUTE 9       ","E HOFF ROAD         ","","84.750","N","N","Clear","Daylight","Fatal Collision","","gravestone","Y","N","2","Y","N","N","0","0"
"EE98781","7/17/2024 2:39:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO STREET         ","","253.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EE99583","7/18/2024 4:51:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","LAKEWAY DR          ","","252.800","N","N","Clear","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EE97483","7/19/2024 6:59:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","BRITTON RD          ","","3.700","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EE98905","7/19/2024 8:46:00 AM","Whatcom","Sumas","State Road","State Patrol","STATE ROUTE 542     ","1ST STREET          ","","25.300","N","Y","Clear","Daylight","No Injury Collision","","BEAR","Y","N","1","N","N","N","0","0"
"EE98906","7/19/2024 5:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","STATE ST.           ","","253.900","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE99584","7/19/2024 7:37:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","MERIDIAN ST         ","","256.400","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EE99584","7/19/2024 7:37:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","MERIDIAN ST         ","","256.400","N","N","Clear","Daylight","Minor Injury Collision","","","N","N","2","N","N","N","0","0"
"EE98782","7/20/2024 10:48:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTHWEST AVE       ","","257.000","N","Y","Clear","Daylight","Unknown Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF00487","7/20/2024 11:18:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Clear","Daylight","Minor Injury Collision","","Misc Object or Debris on Road","Y","N","2","Y","Y","N","0","0"
"EF00487","7/20/2024 11:18:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Clear","Daylight","Minor Injury Collision","","Misc Object or Debris on Road","N","N","2","Y","Y","N","0","0"
"EE98828","7/20/2024 1:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5 OFF RAMP        ","BAKERVIEW ROAD      ","","258.000","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE98903","7/20/2024 6:18:00 PM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","PORTAL WAY          ","","264.600","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF01438","7/21/2024 12:55:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.600","N","N","Clear","Dark-Street Lights On","No Injury Collision","","Sign","Y","Y","1","N","N","N","0","0"
"EE98554","7/21/2024 2:04:00 PM","Whatcom","Concrete","State Road","State Patrol","SR 20               ","GORGE CREEK         ","","123.600","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","1","Y","N","N","0","0"
"EE99587","7/23/2024 9:33:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","STATE ROUTE 544     ","","7.500","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EE99587","7/23/2024 9:33:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","STATE ROUTE 544     ","","7.500","N","Y","Clear","Daylight","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EE99586","7/23/2024 3:18:00 PM","Whatcom","Nooksack","State Road","State Patrol","STATE ROUTE 542     ","MOSQUITO LAKE ROAD  ","","16.900","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE99585","7/23/2024 7:55:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","BADGER RD           ","","12.800","N","N","Clear","Daylight","No Injury Collision","","Ditch","Y","N","1","N","N","N","0","0"
"EF01437","7/24/2024 7:16:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","AXTON ROAD          ","","4.200","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","4","N","N","N","0","0"
"EE99588","7/25/2024 1:33:00 PM","Whatcom","Ferndale","State Road","State Patrol","INTERSTATE 5        ","CUSTER SCHOOL ROAD  ","","267.700","N","N","Clear","Daylight","Minor Injury Collision","","Building","Y","N","1","N","N","N","0","0"
"EE99588","7/25/2024 1:33:00 PM","Whatcom","Ferndale","State Road","State Patrol","INTERSTATE 5        ","CUSTER SCHOOL ROAD  ","","267.700","N","N","Clear","Daylight","Minor Injury Collision","","Building","N","N","1","N","N","N","0","0"
"EF00484","7/26/2024 10:33:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","GRANDVIEW           ","","265.100","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF00486","7/26/2024 2:16:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA                ","","253.800","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EF01171","7/26/2024 3:50:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA STREET         ","","254.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF00463","7/26/2024 3:57:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO                ","","253.600","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","6","Y","N","N","0","0"
"EE99589","7/26/2024 5:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MARSHALL HILL RD    ","","15.950","N","N","Clear","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EE99589","7/26/2024 5:31:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MARSHALL HILL RD    ","","15.950","N","N","Clear","Daylight","No Injury Collision","","Guardrail","N","N","1","N","N","N","0","0"
"EF01439","7/26/2024 5:44:00 PM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","OLD FAIRHAVEN PKWY  ","","250.900","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF00488","7/27/2024 12:35:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","249.000","N","N","Clear","Daylight","No Injury Collision","","Deer","Y","N","1","N","N","N","0","0"
"EF05628","7/27/2024 4:23:00 PM","Whatcom","Blaine","State Road","State Patrol","I5                  ","BIRCH BAY LYNDEN RD ","","270.200","N","Y","Clear","Daylight","No Injury Collision","","Guardrail","Y","N","2","N","N","N","0","0"
"EE99779","7/27/2024 5:14:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","ALDER ST            ","","13.700","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF01957","7/27/2024 9:50:00 PM","Whatcom","Everson","State Road","State Patrol","SR 9                ","ALM RD              ","","91.460","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","1","Y","N","N","0","0"
"EE99933","7/27/2024 11:16:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","MERIDIAN ST         ","","256.000","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF03307","7/28/2024 12:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET              ","","255.360","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EE99943","7/28/2024 4:15:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","BUCKENMEYER RD      ","","19.500","N","N","Clear","Daylight","No Injury Collision","","","N","N","3","Y","N","N","0","0"
"EE99943","7/28/2024 4:15:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","BUCKENMEYER RD      ","","19.500","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EF07534","7/28/2024 8:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW RD        ","","259.300","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF01174","7/29/2024 7:25:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN ST             ","","262.300","N","N","Raining","Daylight","Minor Injury Collision","","Fence","Y","N","1","N","N","N","0","0"
"EF01176","7/29/2024 10:35:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","FAIRHAVEN PKWY      ","","250.100","N","N","Raining","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EF02431","7/29/2024 1:41:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","254.800","N","Y","Overcast","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF00489","7/29/2024 3:38:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MT BAKER SCENIC VIEW","","28.980","N","N","Raining","Daylight","Unknown Injury Collision","","Roadway Ditch","Y","N","1","N","N","N","0","0"
"EF02674","7/29/2024 5:59:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","LINE RD             ","","3.040","N","Y","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF01440","7/29/2024 8:00:00 PM","Whatcom","Lynden","State Road","State Patrol","SR539               ","RIVER RD            ","","9.670","N","Y","Overcast","Daylight","Unknown Injury Collision","","sign","Y","Y","1","N","N","N","0","0"
"EF01175","7/30/2024 5:00:00 AM","Whatcom","Everson","State Road","State Patrol","SR 544              ","HANNEGAN            ","","3.000","N","N","Overcast","Dark-No Street Lights","Minor Injury Collision","","Ditch","Y","N","1","N","N","N","0","0"
"EF05277","7/30/2024 7:45:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","SR 544              ","","9.000","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF05278","7/30/2024 9:05:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Raining","Daylight","No Injury Collision","","Concrete/Jersey Barrier","Y","N","1","N","N","N","0","0"
"EF05278","7/30/2024 9:05:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.000","N","N","Raining","Daylight","No Injury Collision","","Concrete/Jersey Barrier","N","N","1","N","N","N","0","0"
"EF01177","7/30/2024 9:22:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.800","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF01173","7/30/2024 1:55:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","253.790","N","Y","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF01178","7/31/2024 5:09:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW           ","","258.500","N","N","Overcast","Dawn","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF05276","7/31/2024 8:00:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","250.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EF01436","8/1/2024 5:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","IOWA ST.            ","","253.400","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","N","Y","N","0","0"
"EF02018","8/1/2024 10:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","BELLIS FAIR PARKWAY ","","256.100","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EF02018","8/1/2024 10:21:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","BELLIS FAIR PARKWAY ","","256.100","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","Guardrail","N","N","1","N","N","N","0","0"
"EF03306","8/2/2024 6:45:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","265.000","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EF02019","8/2/2024 4:47:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","SR 539              ","","256.050","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF03585","8/3/2024 1:10:00 PM","Whatcom","Sumas","State Road","State Patrol","STATE ROUTE 542     ","SILVER LAKE RD      ","","25.800","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF02925","8/4/2024 5:46:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LINCOLN WAY         ","","253.260","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF02924","8/4/2024 10:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","254.600","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","1","Y","N","N","0","0"
"EF03309","8/5/2024 9:17:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","TEN MILE RD         ","","6.000","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF03586","8/5/2024 2:20:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","GUIDE MERIDIAN      ","","256.210","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF03587","8/5/2024 2:32:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","MERIDIAN ST         ","","256.210","N","N","Clear","Daylight","Minor Injury Collision","","","Y","N","4","Y","N","N","0","0"
"EF03830","8/5/2024 4:41:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","254.100","N","N","Clear","Daylight","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EF03830","8/5/2024 4:41:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","IOWA ST             ","","254.100","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF02926","8/5/2024 6:42:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","NORTHWOOD RD        ","","3.500","N","Y","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF04274","8/5/2024 9:33:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 11               ","YACHT CLUB RD       ","","16.600","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","deer, mailbox, trees, power pole","N","N","1","Y","N","N","0","0"
"EF04274","8/5/2024 9:33:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 11               ","YACHT CLUB RD       ","","16.600","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","deer, mailbox, trees, power pole","Y","N","1","Y","N","N","0","0"
"EF03588","8/6/2024 1:07:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.150","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF03589","8/6/2024 2:40:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 544              ","HANNEGAN RD         ","","1.920","N","N","Clear","Daylight","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EF03589","8/6/2024 2:40:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 544              ","HANNEGAN RD         ","","1.920","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF03590","8/6/2024 3:29:00 PM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","CORNELL CREEK RD    ","","30.890","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF03591","8/6/2024 6:15:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","MERIDIAN ST         ","","256.180","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF05196","8/6/2024 9:49:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 544              ","HANNEGAN RD         ","","1.960","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF03560","8/7/2024 4:54:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","OHIO ST             ","","254.600","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF15014","8/8/2024 1:36:00 AM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","SLATER RD           ","","260.580","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","N","Y","2","Y","N","N","0","0"
"EF07037","8/8/2024 10:01:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","NORTH LAKE SAMISH DR","","246.200","N","N","Clear","Daylight","No Injury Collision","","","N","N","3","N","Y","N","0","0"
"EF07037","8/8/2024 10:01:00 AM","Whatcom","Bellingham","State Road","State Patrol","INTERSTATE 5        ","NORTH LAKE SAMISH DR","","246.200","N","N","Clear","Daylight","No Injury Collision","","","Y","N","3","N","Y","N","0","0"
"EF04884","8/8/2024 10:32:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","LINE ROAD           ","","4.000","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF04885","8/8/2024 1:49:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTHWEST           ","","257.000","N","N","Clear","Daylight","No Injury Collision","","Deer","Y","N","1","N","N","N","0","0"
"EF04270","8/11/2024 5:02:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","NULLE RD            ","","242.800","N","Y","Overcast","Daylight","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EF07038","8/12/2024 12:30:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","SR 548              ","","276.560","N","N","Clear","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EF07038","8/12/2024 12:30:00 PM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","SR 548              ","","276.560","N","N","Clear","Daylight","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EF04888","8/12/2024 1:29:00 PM","Whatcom","Blaine","State Road","State Patrol","SR 548              ","DRAYTON HARBOR      ","","10.800","N","Y","Overcast","Daylight","Serious Injury Collision","","EMBANKMENT","Y","N","2","N","N","N","0","0"
"EF04794","8/12/2024 5:13:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DR           ","","255.080","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","3","N","N","N","0","0"
"EF05249","8/13/2024 8:40:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","TEN MILE ROAD       ","","6.000","N","Y","Clear","Daylight","Unknown Injury Collision","","PAINT APPLICATOR","N","Y","1","N","Y","N","0","0"
"EF05249","8/13/2024 8:40:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 539     ","TEN MILE ROAD       ","","6.000","N","Y","Clear","Daylight","Unknown Injury Collision","","PAINT APPLICATOR","Y","Y","1","N","Y","N","0","0"
"EF05447","8/14/2024 2:41:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","W SMITH ROAD        ","","3.500","N","Y","Clear","Daylight","Minor Injury Collision","","","Y","N","6","Y","N","N","0","0"
"EF05629","8/14/2024 10:04:00 PM","Whatcom","Bellingham","State Road","State Patrol","I-5                 ","SAMISH WAY          ","","252.000","N","N","Clear","Dark-No Street Lights","Minor Injury Collision","","Cable Barrier","Y","N","1","N","N","N","0","0"
"EF07041","8/15/2024 7:37:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","TRAPLINE ROAD       ","","6.000","N","N","Clear","Daylight","Serious Injury Collision","","","Y","N","2","N","N","N","0","0"
"EF05630","8/15/2024 5:44:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 539              ","AXTON RD            ","","4.500","N","Y","Clear","Daylight","No Injury Collision","","","N","N","2","Y","Y","N","0","0"
