"Collision Report Number","Collision Date","County","City","Jurisdiction","Agency","Primary Trafficway","Secondary Trafficway","Block Number","Mile Post","School Zone","Intersection Related","Weather Condition","Lighting Condition","Injury Severity","Collision Type","Object Struck","Damage Threshold Met","Hit and Run","Motor Vehicles Involved","Passengers Involved","Commercial Carrier Involved","School Bus Involved","Pedestrians Involved","Pedalcyclists Involved"
"EB03313","1/28/2021 5:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","WOBURN STREET       ","","1.200","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","N","N","2","Y","N","N","0","0"
"EB03313","1/28/2021 5:25:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","WOBURN STREET       ","","1.200","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EB03317","1/28/2021 5:42:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SUNSET DRIVE        ","","255.000","N","N","Clear","Dark-Street Lights On","No Injury Collision","","","Y","N","3","N","N","N","0","0"
"EB03320","1/29/2021 12:24:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR-539              ","RIVER RD            ","","9.000","N","Y","Overcast","Dark-Street Lights On","Unknown Injury Collision","","Roundabout and Ditch","Y","N","1","N","N","N","0","0"
"EB03580","1/29/2021 10:01:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","BIRCH BAY LYNDEN RD ","","272.000","N","N","Clear","Daylight","No Injury Collision","","DEER","N","N","1","N","N","N","0","0"
"EB03318","1/29/2021 8:17:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","PORTAL WAY          ","","1.000","N","N","Clear","Dark-Street Lights On","Minor Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EB03582","1/30/2021 12:49:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","WHITE SALMON RD     ","","49.260","N","N","Snowing","Daylight","No Injury Collision","","tree","Y","N","1","Y","N","N","0","0"
"EB03589","1/31/2021 11:37:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","261.900","N","N","Raining","Daylight","Minor Injury Collision","","Earth Bank or Ledge","Y","N","2","Y","N","N","0","0"
"EB03316","1/31/2021 5:39:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","NORTHWOOD RD        ","","3.500","N","Y","Raining","Dark-Street Lights On","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB03321","1/31/2021 10:07:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SAMISH WAY          ","","251.500","N","N","Raining","Dark-No Street Lights","Minor Injury Collision","","Wood Sign Post","Y","N","1","N","N","N","0","0"
"EB03587","2/1/2021 8:00:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","VAN WYCK            ","","3.900","N","N","Clear","Unknown","No Injury Collision","","WSDOT SIGN","Y","N","1","N","N","N","0","0"
"EB04276","2/1/2021 2:28:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","BELLS CRK RD        ","","17.380","N","N","Raining","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EB03588","2/2/2021 8:27:00 AM","Whatcom","Everson","State Road","State Patrol","SR 544              ","HANNAGEN ROAD       ","","1.700","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EB03586","2/2/2021 2:42:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 546              ","BENDER RD           ","","2.000","N","Y","Clear","Daylight","No Injury Collision","","Electrical Power Box","Y","N","1","N","N","N","0","0"
"EB03585","2/3/2021 7:38:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","LOOMIS TRAIL RD     ","","272.700","N","N","Clear","Daylight","No Injury Collision","","median ditch","Y","N","1","N","N","N","0","0"
"EB03590","2/3/2021 7:40:00 AM","Whatcom","Blaine","State Road","State Patrol","I 5                 ","PEACE PORTAL WAY    ","","272.900","N","N","Clear","Daylight","Minor Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EB04277","2/3/2021 8:09:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5 RAMP            ","GRANDVIEW RD        ","","266.100","N","N","Clear","Daylight","Minor Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EB04278","2/3/2021 8:27:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","GRANDVIEW ROAD      ","","269.000","N","N","Clear","Daylight","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EB03591","2/3/2021 12:15:00 PM","Whatcom","Blaine","State Road","State Patrol","SR 543              ","H ST                ","","0.100","N","N","Clear","Daylight","No Injury Collision","","","N","N","2","N","Y","N","0","0"
"EB03591","2/3/2021 12:15:00 PM","Whatcom","Blaine","State Road","State Patrol","SR 543              ","H ST                ","","0.100","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","Y","N","0","0"
"EB05093","2/4/2021 7:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","N/B I-5             ","N LAKE SAMMISH      ","","244.000","N","N","Raining","Dark-No Street Lights","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EB05093","2/4/2021 7:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","N/B I-5             ","N LAKE SAMMISH      ","","244.000","N","N","Raining","Dark-No Street Lights","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EB04279","2/6/2021 8:04:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","AXTON RD            ","","262.100","N","N","Raining","Daylight","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EB05097","2/6/2021 3:38:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 542              ","SR 9                ","","14.570","N","Y","Overcast","Daylight","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EB04280","2/7/2021 9:10:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","CORNELL CRK RD      ","","31.930","N","N","Overcast","Daylight","No Injury Collision","","dirt bank","Y","N","2","Y","N","N","0","0"
"EB05095","2/7/2021 4:43:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 11               ","LARABBE ST PARK     ","","14.300","N","Y","Overcast","Dusk","No Injury Collision","","","Y","N","2","Y","N","N","0","0"
"EB06201","2/8/2021 5:25:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.460","N","N","Clear","Dusk","No Injury Collision","","plastic road marker","N","N","1","N","N","N","0","0"
"EB06201","2/8/2021 5:25:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","PORTAL WAY          ","","263.460","N","N","Clear","Dusk","No Injury Collision","","plastic road marker","Y","N","1","N","N","N","0","0"
"EB06955","2/8/2021 10:40:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR 548              ","I 5                 ","0.1   ","","N","Y","Clear","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","N","Y","N","0","0"
"EB06960","2/9/2021 3:10:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","MAIN STREET         ","","262.600","N","N","Overcast","Dark-Street Lights On","Minor Injury Collision","","Metal Sign Post","Y","N","1","Y","N","N","0","0"
"EB09744","2/9/2021 8:35:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","RIVER RD            ","","9.510","N","Y","Overcast","Daylight","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EB05098","2/9/2021 5:14:00 PM","Whatcom","Ferndale","State Road","State Patrol","SR548               ","VALLEY VIEW ROAD    ","3293  ","","N","Y","Overcast","Dusk","Minor Injury Collision","","powerpole, mailbox,white picket fence","Y","N","2","N","N","N","0","0"
"EB09539","2/9/2021 6:45:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","E WISER LAKE ROAD   ","","8.530","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","Y","Y","2","N","N","N","0","0"
"EB09539","2/9/2021 6:45:00 PM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","E WISER LAKE ROAD   ","","8.530","N","Y","Overcast","Dark-Street Lights On","No Injury Collision","","","N","Y","2","N","N","N","0","0"
"EB08266","2/12/2021 10:48:00 AM","Whatcom","Blaine","State Road","State Patrol","SR 543              ","D STREET            ","","0.750","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB06953","2/12/2021 11:08:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","N LAKE SAMISH RD    ","","249.400","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Earth Bank or Ledge","N","N","1","N","N","N","0","0"
"EB06953","2/12/2021 11:08:00 PM","Whatcom","Bellingham","State Road","State Patrol","I5                  ","N LAKE SAMISH RD    ","","249.400","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Earth Bank or Ledge","Y","N","1","N","N","N","0","0"
"EB06958","2/13/2021 12:03:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH ROAD  ","","247.100","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Guardrail","Y","N","2","N","N","N","0","0"
"EB06954","2/13/2021 12:05:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTH LAKE SAMISH   ","","247.100","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB06954","2/13/2021 12:05:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","NORTH LAKE SAMISH   ","","247.100","N","N","Clear","Dark-No Street Lights","No Injury Collision","","","N","N","2","N","N","N","0","0"
"EB06202","2/13/2021 4:50:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","AXTON ROAD          ","","262.100","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","Light Pole","Y","N","1","N","N","N","0","0"
"EB09540","2/13/2021 5:10:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","255.200","N","N","Snowing","Dawn","No Injury Collision","","Guardrail","Y","N","1","N","N","N","0","0"
"EB06203","2/13/2021 6:15:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","BAKERVIEW           ","","258.100","N","N","Snowing","Dark-Street Lights On","No Injury Collision","","Fence","Y","N","1","N","N","N","0","0"
"EB06531","2/13/2021 7:02:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.400","N","N","Snowing","Dawn","No Injury Collision","","concrete barrier","N","N","1","N","N","N","0","0"
"EB06531","2/13/2021 7:02:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.400","N","N","Snowing","Dawn","No Injury Collision","","concrete barrier","Y","N","1","N","N","N","0","0"
"EB06533","2/13/2021 7:58:00 AM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","249.050","N","N","Snowing","Daylight","No Injury Collision","","mud ditch","Y","N","1","N","N","N","0","0"
"EB06532","2/13/2021 9:59:00 AM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","SAND RD             ","","7.100","N","N","Snowing","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB06546","2/13/2021 1:03:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","N LAKE SAMISH       ","","245.700","N","N","Snowing","Daylight","No Injury Collision","","ditch","Y","N","1","Y","N","N","0","0"
"EB06956","2/13/2021 1:28:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY             ","","252.800","N","N","Snowing","Daylight","No Injury Collision","","CABLE BARRIER","Y","N","2","Y","Y","N","0","0"
"EB06957","2/13/2021 6:10:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","248.400","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Concrete/Jersey Barrier","Y","N","1","Y","N","N","0","0"
"EB10414","2/14/2021 4:09:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","CUSTER SCHOOL RD    ","","268.100","N","N","Snowing","Daylight","Minor Injury Collision","","TREE","Y","N","1","Y","N","N","0","0"
"EB06534","2/14/2021 6:22:00 PM","Whatcom","Bellingham","State Road","State Patrol","SR 542              ","MARKEL RD           ","","20.460","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","dirt bank, small trees","Y","N","1","N","N","N","0","0"
"EB06547","2/15/2021 3:25:00 AM","Whatcom","Lynden","State Road","State Patrol","SR 539              ","WISER LAKE ROAD     ","","8.800","N","N","Snowing","Dark-No Street Lights","No Injury Collision","","Cable Barrier","Y","N","1","Y","N","N","0","0"
"EB06962","2/15/2021 5:28:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","EVERSON GOSHEN ROAD ","","4.800","N","Y","Raining","Dark-No Street Lights","No Injury Collision","","","N","N","3","Y","N","N","0","0"
"EB06962","2/15/2021 5:28:00 AM","Whatcom","Bellingham","State Road","State Patrol","STATE ROUTE 542     ","EVERSON GOSHEN ROAD ","","4.800","N","Y","Raining","Dark-No Street Lights","No Injury Collision","","","Y","N","3","Y","N","N","0","0"
"EB06961","2/15/2021 6:46:00 AM","Whatcom","Ferndale","State Road","State Patrol","I-5                 ","PORTAL WAY          ","","263.000","N","N","Snowing","Daylight","No Injury Collision","","Cable Barrier","Y","N","2","N","N","N","0","0"
"EB12577","2/15/2021 3:44:00 PM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","JS PORTAL           ","","263.200","N","N","Overcast","Daylight","Minor Injury Collision","","EMBANKMENT","Y","N","1","Y","N","N","0","0"
"EB07967","2/16/2021 7:10:00 AM","Whatcom","Ferndale","State Road","State Patrol","I 5                 ","SMITH ROAD          ","","261.600","N","N","Clear","Daylight","No Injury Collision","","","Y","N","1","N","N","N","0","0"
"EB06963","2/16/2021 10:38:00 AM","Whatcom","Sumas","State Road","State Patrol","SR 542              ","VAUGHN ROAD         ","","49.300","N","N","Clear","Daylight","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EB07968","2/16/2021 12:05:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","HOPEWELL ROAD       ","6506  ","","N","N","Clear","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB09537","2/17/2021 11:20:00 AM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","POTTER ROAD         ","","77.300","N","Y","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB07966","2/17/2021 3:52:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 542              ","","254.800","N","N","Overcast","Daylight","Minor Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB08011","2/18/2021 3:30:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","LAKEWAY DRIVE       ","","253.000","N","N","Overcast","Daylight","No Injury Collision","","CABLE BARRIER","Y","N","1","N","N","N","0","0"
"EB08267","2/18/2021 5:08:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","SR 11               ","","249.000","N","N","Raining","Daylight","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EB07969","2/19/2021 12:15:00 PM","Whatcom","Nooksack","State Road","State Patrol","SR 9                ","SR 542              ","","84.100","N","N","Overcast","Daylight","No Injury Collision","","","Y","N","2","N","N","N","0","0"
"EB10418","2/20/2021 2:34:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","KING STREET         ","","254.000","N","N","Overcast","Daylight","No Injury Collision","","Tree or Stump","Y","N","1","N","N","N","0","0"
"EB10418","2/20/2021 2:34:00 PM","Whatcom","Bellingham","State Road","State Patrol","I 5                 ","KING STREET         ","","254.000","N","N","Overcast","Daylight","No Injury Collision","","Tree or Stump","N","N","1","N","N","N","0","0"
